,name,location,address,province,city,area,street_id,telephone,detail,uid
17,武汉名逸医院,"{'lat': 30.503857, 'lng': 114.163425}",湖北省武汉市蔡甸区神龙大道121号,湖北省,武汉市,蔡甸区,,,1,c4d650fd85ca3a21b34c498e
18,蔡甸区人民医院-门诊部,"{'lat': 30.567394, 'lng': 114.050395}",武汉市蔡甸区成功大道111号蔡甸区人民医院内,湖北省,武汉市,蔡甸区,5b561566e4de488cf7e73be4,,1,5b561566e4de488cf7e73be4
19,蔡甸区血防医院,"{'lat': 30.585087, 'lng': 114.039911}",武汉市蔡甸区蔡甸街汉阳大街113号,湖北省,武汉市,蔡甸区,33fbfa8301b02bd80af5ebaa,(027)84942937,1,33fbfa8301b02bd80af5ebaa
20,江汉大学医院,"{'lat': 30.5148, 'lng': 114.170046}",武汉市经济技术开发区三角湖路与东风三路交叉口东北,湖北省,武汉市,蔡甸区,f4a33da9ad91f7103010af5a,(027)84230722,1,f4a33da9ad91f7103010af5a
21,新天医院,"{'lat': 30.559388, 'lng': 114.139036}",武汉市蔡甸区汉阳大道(三五四一社区),湖北省,武汉市,蔡甸区,2ab9f1a66996c76dda2f2806,,1,2ab9f1a66996c76dda2f2806
22,蔡甸区妇幼保健院,"{'lat': 30.589506, 'lng': 114.040877}",湖北省武汉市蔡甸区新福路7-附3,湖北省,武汉市,蔡甸区,23ba27727134c763b9df8f4f,,1,23ba27727134c763b9df8f4f
23,协和医院西区-住院部,"{'lat': 30.499021, 'lng': 114.180538}",湖北省武汉市蔡甸区神龙大道58号,湖北省,武汉市,蔡甸区,d6ee872450383c9da8f0cd2d,,1,d6ee872450383c9da8f0cd2d
24,武汉佳瑞医院,"{'lat': 30.450065, 'lng': 114.022778}",湖北省武汉市蔡甸区奓山街新社区26栋1-8号,湖北省,武汉市,蔡甸区,,,1,d666b69a167600445fbe8654
25,大众口腔医院,"{'lat': 30.513375, 'lng': 114.169194}",武汉市蔡甸区经济开发区东风三路13,湖北省,武汉市,蔡甸区,87aea4d13bc12b7fcafa5f2f,,1,87aea4d13bc12b7fcafa5f2f
26,济安医院,"{'lat': 30.529242, 'lng': 114.162922}",湖北省武汉市蔡甸区博学路1号,湖北省,武汉市,蔡甸区,09c05a47f3ce30379c95de9f,,1,09c05a47f3ce30379c95de9f
27,军山分院-预防接种门诊,"{'lat': 30.373667, 'lng': 114.137804}",武汉市蔡甸区军山街军江村观阵岭9号,湖北省,武汉市,蔡甸区,,(027)84933959,1,85597ad84d549504f4b91667
28,张湾街卫生院,"{'lat': 30.588045, 'lng': 113.985875}",湖北省武汉市蔡甸区张湾街道柏林街101号,湖北省,武汉市,蔡甸区,,(027)69740532,1,4fc3161a728635b03b13fda4
29,侏儒山卫生院,"{'lat': 30.451797, 'lng': 113.848911}",湖北省武汉市蔡甸区蟹湖大街侏健路85号,湖北省,武汉市,蔡甸区,,(027)84967830,1,3275920f54a4dd33fb22131e
30,蔡甸区桐湖卫生院,"{'lat': 30.374674, 'lng': 113.955281}",武汉市蔡甸区机修路与桐湖正街交叉路口往南约70米,湖北省,武汉市,蔡甸区,,,1,28e700f170463202095cb321
31,永安卫生院,"{'lat': 30.464329, 'lng': 113.949403}",湖北省武汉市蔡甸区永安大街140号,湖北省,武汉市,蔡甸区,764672e5dedb00af95ec8497,(027)69303231,1,764672e5dedb00af95ec8497
32,湖北省汉阳造纸厂职工医院,"{'lat': 30.466336, 'lng': 114.208268}",武汉市蔡甸区沌口路242号,湖北省,武汉市,蔡甸区,34e485088594d7fbd8d89147,(027)84224523,1,34e485088594d7fbd8d89147
33,索河镇卫生院,"{'lat': 30.528659, 'lng': 113.912524}",武汉市蔡甸区龚侏路与索河正街交叉路口往东南约180米,湖北省,武汉市,蔡甸区,7acd23aead64f6d5d1f49e07,,1,7acd23aead64f6d5d1f49e07
34,消泗乡卫生院,"{'lat': 30.322581, 'lng': 113.787085}",湖北省武汉市蔡甸区消泗正街164,湖北省,武汉市,蔡甸区,,(027)84063600,1,d44b20a56c1cf03befdfca4f
35,国药东风口腔医院,"{'lat': 30.50508, 'lng': 114.173202}",湖北省武汉市蔡甸区宁康路58号18栋附1号,湖北省,武汉市,蔡甸区,a5e09928ffa68dca03ec015e,(027)84750366,1,a5e09928ffa68dca03ec015e
36,武汉市蔡甸区中医医院-住院部,"{'lat': 30.583347, 'lng': 114.033582}",武汉市蔡甸区新福路516号武汉市蔡甸区中医医院内,湖北省,武汉市,蔡甸区,9f2adc486f674575e812e4b0,,1,9f2adc486f674575e812e4b0
37,武汉常福医院,"{'lat': 30.453632, 'lng': 113.971013}",武汉市蔡甸区常福大街,湖北省,武汉市,蔡甸区,,,1,deb73342f582367f07fef5bf
38,武汉泰合门诊部,"{'lat': 30.510929, 'lng': 114.166199}",武汉市蔡甸区博学路泰合百花公园,湖北省,武汉市,蔡甸区,79cceb36cd8ce0f41e58000c,,1,79cceb36cd8ce0f41e58000c
39,张湾镇医院,"{'lat': 30.655626, 'lng': 113.977286}",湖北省武汉市蔡甸区沿渠路25号,湖北省,武汉市,蔡甸区,844a750e23d802ba62685820,(027)84911741,1,844a750e23d802ba62685820
40,武汉勇毅门诊部,"{'lat': 30.533308, 'lng': 114.198814}",武汉市蔡甸区四新南路翰林苑小区,湖北省,武汉市,蔡甸区,669775d032e01e58fd0eb0e4,(027)84661683,1,669775d032e01e58fd0eb0e4
41,蔡甸街卫生院新农分院,"{'lat': 30.568393, 'lng': 114.078194}",湖北省武汉市蔡甸区S15(汉蔡高速),湖北省,武汉市,蔡甸区,74f0534f3ddbf47540ab9a6e,,1,74f0534f3ddbf47540ab9a6e
42,和康门诊,"{'lat': 30.520545, 'lng': 114.185657}",武汉市蔡甸区东风大道71附26号,湖北省,武汉市,蔡甸区,18165334a2c17104fa2d6182,,1,18165334a2c17104fa2d6182
43,河街社区卫生服务站,"{'lat': 30.594682, 'lng': 114.040466}",武汉市蔡甸区蔡河街73号,湖北省,武汉市,蔡甸区,3ffffe67be354c4159109394,,1,3ffffe67be354c4159109394
44,华中科技大学同济医院-急诊输液室C区,"{'lat': 30.55505, 'lng': 114.11999}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F1,湖北省,武汉市,蔡甸区,,,1,8a696263d3334da426e0a08f
45,武汉东方精神病医院,"{'lat': 30.63435, 'lng': 113.991899}",湖北省武汉市蔡甸区尹家台1号,湖北省,武汉市,蔡甸区,,,1,23c98ce4dbfb81ffc62ba1f2
46,军山卫生院-公共卫生科,"{'lat': 30.413271, 'lng': 114.095875}",武汉市蔡甸区黄陵北后街军山街卫生院,湖北省,武汉市,蔡甸区,3c106cae6ea409037ec87607,,1,3c106cae6ea409037ec87607
47,武汉康桥门诊部,"{'lat': 30.518937, 'lng': 114.184337}",武汉市蔡甸区东风大道71号附77号,湖北省,武汉市,蔡甸区,606289fd0f81114da3046482,(027)84477016,1,606289fd0f81114da3046482
48,湖北中医药大学教学医院,"{'lat': 30.559398, 'lng': 114.139062}",湖北省武汉市蔡甸区汉阳大道3073号附近,湖北省,武汉市,蔡甸区,9e4396210408c362f6c59cd0,,1,9e4396210408c362f6c59cd0
49,圣颐嘉综合门诊部,"{'lat': 30.484052, 'lng': 114.137929}",湖北省武汉市蔡甸区S40(四环线),湖北省,武汉市,蔡甸区,b98f8e4a1934adf2fc0eb0aa,13476051555,1,b98f8e4a1934adf2fc0eb0aa
50,武汉市蔡甸区人民医院-感染科,"{'lat': 30.569648, 'lng': 114.052142}",武汉市蔡甸区汉江路武汉市蔡甸区人民医院(协和江北医院),湖北省,武汉市,蔡甸区,,,1,ced98ba3570e86cb2d47334d
51,军山朝阳综合门诊部,"{'lat': 30.409649, 'lng': 114.080009}",武汉市蔡甸区经济技术开发区军山街蒲潭社区商铺24A、24B,湖北省,武汉市,蔡甸区,755f133af6cc218678f79611,,1,755f133af6cc218678f79611
52,协和医院西院-功能检查部,"{'lat': 30.49855, 'lng': 114.180297}",武汉市蔡甸区经济技术开发区神龙大道58号,湖北省,武汉市,蔡甸区,f914236a056b92c22b06ce6f,,1,f914236a056b92c22b06ce6f
53,武汉爱尔眼科蔡甸门诊部,"{'lat': 30.57736, 'lng': 114.036183}",湖北省武汉市蔡甸区蔡甸大街摩天逸品一期1栋,湖北省,武汉市,蔡甸区,eae02461bcc1ad29f32d8316,(027)84980700,1,eae02461bcc1ad29f32d8316
54,华中科技大学同济医学院附属协和医院西院-急救站,"{'lat': 30.498427, 'lng': 114.180009}",湖北省武汉市蔡甸区经济技术开发区神龙大道58号,湖北省,武汉市,蔡甸区,34f68ab0216638778f55ec39,,1,34f68ab0216638778f55ec39
55,华中科技大学同济医院-治疗室/换药室,"{'lat': 30.555425, 'lng': 114.119816}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F2,湖北省,武汉市,蔡甸区,26f539844f2ebdac1e5800ee,,1,26f539844f2ebdac1e5800ee
56,蔡甸沁园铭城综合门诊部,"{'lat': 30.574527, 'lng': 114.043416}",湖北省武汉市蔡甸区莲花湖大道230号附15号,湖北省,武汉市,蔡甸区,86f19e60ce535a1c36b06c5a,,1,86f19e60ce535a1c36b06c5a
57,济和中医堂,"{'lat': 30.577499, 'lng': 114.037318}",湖北省武汉市蔡甸区华坤宾馆(武汉蔡甸店),湖北省,武汉市,蔡甸区,b38469925b64cc4b4d2fdf66,,1,b38469925b64cc4b4d2fdf66
58,蔡甸济康中医门诊部,"{'lat': 30.45992, 'lng': 114.061584}",武汉市蔡甸区常福新城龙王庙社区,湖北省,武汉市,蔡甸区,b73c58a6abde340aa7c75669,,1,b73c58a6abde340aa7c75669
59,蔡甸区血防医院-门诊部,"{'lat': 30.584879, 'lng': 114.039718}",武汉市蔡甸区汉阳大街113号,湖北省,武汉市,蔡甸区,e89d6b68a1a5d38ba11de9cb,,1,e89d6b68a1a5d38ba11de9cb
60,同济医院支助中心,"{'lat': 30.554627, 'lng': 114.120546}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼B栋F5,湖北省,武汉市,蔡甸区,,,1,58f118f82d70889a0c0a70e1
61,玉贤街卫生院,"{'lat': 30.53101, 'lng': 113.992041}",武汉市蔡甸区玉贤路与幸福路交叉路口往南约70米,湖北省,武汉市,蔡甸区,,,1,db7a436cc62c6f5604026f96
62,长江大学武汉校区-综合门诊部,"{'lat': 30.53965, 'lng': 114.034929}",武汉市蔡甸区润泽大道长江大学(武汉校区),湖北省,武汉市,蔡甸区,,,1,2e279fc38d517565d12dd62a
63,蔡甸区人民医院急诊,"{'lat': 30.567567, 'lng': 114.050888}",武汉市蔡甸区成功大道111号蔡甸区人民医院内,湖北省,武汉市,蔡甸区,e6d4fae03dabcafe06026f59,,1,e6d4fae03dabcafe06026f59
64,蔡甸代能雄综合门诊部,"{'lat': 30.455196, 'lng': 114.021455}",湖北省武汉市蔡甸区白鹤泉西路18号,湖北省,武汉市,蔡甸区,80f0213a55c08b1c3362125a,,1,80f0213a55c08b1c3362125a
65,方舱医院(武汉体育中心),"{'lat': 30.507047, 'lng': 114.178504}",武汉市蔡甸区车城北路58号,湖北省,武汉市,蔡甸区,f0c86ed85ee2cd6af822139e,,1,f0c86ed85ee2cd6af822139e
66,华中科技大学同济医院-取药11,"{'lat': 30.555152, 'lng': 114.120615}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F1,湖北省,武汉市,蔡甸区,,,1,e0d6f098e6db3e8317948ec9
67,汉方药谷中医院,"{'lat': 30.456142, 'lng': 113.941045}",湖北省武汉市蔡甸区永安街道永兴街,湖北省,武汉市,蔡甸区,e2d8175e0ad6011a130daa90,,1,e2d8175e0ad6011a130daa90
68,济民堂中医门诊部,"{'lat': 30.562208, 'lng': 114.143512}",永丰街办事处快活岭街140号,湖北省,武汉市,蔡甸区,f0ee3f20524c8b63eaf85378,,1,f0ee3f20524c8b63eaf85378
69,华中科技大学同济医院-检查室6,"{'lat': 30.555117, 'lng': 114.119949}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F3,湖北省,武汉市,蔡甸区,,,1,65047861008b9a31f32d83b8
70,华中科技大学同济医院-检查室2,"{'lat': 30.555117, 'lng': 114.120058}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F3,湖北省,武汉市,蔡甸区,,,1,ca2b6e4a61a37457ae080fc2
71,华中科技大学同济医院-检查室10,"{'lat': 30.555116, 'lng': 114.119833}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F3,湖北省,武汉市,蔡甸区,,,1,5d58083b13d024a5badf8fd3
72,华中科技大学同济医院-检查室8,"{'lat': 30.555116, 'lng': 114.119888}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F3,湖北省,武汉市,蔡甸区,,,1,056bc9b53563168ff822133e
73,华中科技大学同济医院-分诊台,"{'lat': 30.555105, 'lng': 114.120222}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F3,湖北省,武汉市,蔡甸区,,,1,6e76fc7b6579ff25ed74f8ef
74,华中科技大学同济医院-DR检查室,"{'lat': 30.555232, 'lng': 114.120145}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F1,湖北省,武汉市,蔡甸区,,,1,3198e5200b2c89601e1d11c8
75,安尚秀国际连锁美容中心,"{'lat': 30.582756, 'lng': 114.036013}",树藩大道447附2号,湖北省,武汉市,蔡甸区,65ddff94ee4f1a06c4f02520,,1,65ddff94ee4f1a06c4f02520
76,医师袁昌雄中医门诊,"{'lat': 30.467479, 'lng': 113.839724}",湖北省武汉市蔡甸区龚侏侏儒山街道黄金村村民委员会北,湖北省,武汉市,蔡甸区,,,1,0c4a3fc316c39dbf077ce8a2
77,欧阳美容,"{'lat': 30.585234, 'lng': 114.036694}",湖北省武汉市蔡甸区新福路34号,湖北省,武汉市,蔡甸区,55f556f431b4ef9217b54b99,,1,55f556f431b4ef9217b54b99
78,澜萱养生美容会所,"{'lat': 30.578195, 'lng': 114.036489}",蔡甸大街207附17,湖北省,武汉市,蔡甸区,86711413999215efc5effbda,(027)69110221,1,86711413999215efc5effbda
79,口腔科,"{'lat': 30.503695, 'lng': 114.163768}",武汉市蔡甸区东兴路美好愿景香榭丽舍北侧约30米,湖北省,武汉市,蔡甸区,6359ad5d45d483503a13fd70,,1,6359ad5d45d483503a13fd70
80,侏儒山卫生院-住院部,"{'lat': 30.451687, 'lng': 113.848484}",武汉市蔡甸区侏健路侏儒山中心幼儿园东北侧约210米,湖北省,武汉市,蔡甸区,,,1,a31e53ebbeb1e09f04fef5e3
81,消泗乡卫生院-狂犬病暴露预防处置门诊,"{'lat': 30.322446, 'lng': 113.787205}",武汉市蔡甸区消泗正街消泗乡渔樵村625号,湖北省,武汉市,蔡甸区,,(027)84063998,1,0c45a033e00a96b0b45f1e88
82,康婷美容养生会馆,"{'lat': 30.438654, 'lng': 114.048624}",湖北省武汉市蔡甸区南环西路21号,湖北省,武汉市,蔡甸区,6aac1e2258e81859ca09f0d5,,1,6aac1e2258e81859ca09f0d5
83,蔡甸孙守则中医门诊部,"{'lat': 30.455592, 'lng': 114.022349}",武汉市蔡甸区车站南路武汉行鹏商务宾馆(奓山店)东侧约120米,湖北省,武汉市,蔡甸区,ff8ac3fb220941c42b06ce61,,1,ff8ac3fb220941c42b06ce61
84,华中科技大学同济医院-住院部药房,"{'lat': 30.554092, 'lng': 114.119853}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼C栋F1,湖北省,武汉市,蔡甸区,,,1,4d7b6f564577d6622cb908bd
