,name,location,address,province,city,area,street_id,telephone,detail,uid
66,黄陵镇凉亭小学,"{'lat': 30.42157, 'lng': 114.077202}",武汉市蔡甸区X056与凤亭南路交叉路口往东南约290米,湖北省,武汉市,蔡甸区,dbfe5591f900fcf8c61b7528,,1,dbfe5591f900fcf8c61b7528
67,武汉商学院南区-教学楼,"{'lat': 30.463013, 'lng': 114.094163}",湖北省武汉市蔡甸区沌阳街道全力二路武汉商学院南区,湖北省,武汉市,蔡甸区,f06a029b0f9a3cd6adcb660b,,1,f06a029b0f9a3cd6adcb660b
68,机电工程与汽车服务学院,"{'lat': 30.461484, 'lng': 114.093812}",武汉市蔡甸区经济开发区东风大道816号,湖北省,武汉市,蔡甸区,515dfee835a06d36276e9845,(027)84293835,1,515dfee835a06d36276e9845
69,晨之光教育培训学校(博学华府店),"{'lat': 30.509291, 'lng': 114.166294}",湖北省武汉市蔡甸区博学路26号万科金域蓝湾一号博学华府1栋(晨之光咖啡书屋3楼),湖北省,武汉市,蔡甸区,90e7cf6cabe5da88bbbd63d8,18986083186,1,90e7cf6cabe5da88bbbd63d8
70,武汉三牛中美中学1号门,"{'lat': 30.518936, 'lng': 114.192153}",武汉市蔡甸区太子湖北路三牛中美学校,湖北省,武汉市,蔡甸区,690d74d009916cbec5effb66,,1,690d74d009916cbec5effb66
71,知学培训学校,"{'lat': 30.512957, 'lng': 114.160953}",水木清华南二门临街商铺三楼,湖北省,武汉市,蔡甸区,396187d46b87ba29a11de9eb,18971532820,1,396187d46b87ba29a11de9eb
72,武汉商学院-图书馆,"{'lat': 30.469091, 'lng': 114.093957}",湖北省武汉市蔡甸区经济技术开发区东风大道816号,湖北省,武汉市,蔡甸区,8779124f05578111b120a830,(027)84791355,1,8779124f05578111b120a830
73,武汉商学院北1教学楼,"{'lat': 30.466326, 'lng': 114.094305}",武汉市蔡甸区后官湖大道武汉商学院,湖北省,武汉市,蔡甸区,,,1,6304d710f758187c14b54b7c
74,奥林小学(弘雅校区)-南门,"{'lat': 30.518177, 'lng': 114.186524}",湖北省武汉市蔡甸区新民南路与太子湖北路交叉口,湖北省,武汉市,蔡甸区,a75ce45a9a23b0fd734b870e,,1,a75ce45a9a23b0fd734b870e
75,超越培训学校(大集艺术校区),"{'lat': 30.506736, 'lng': 114.060845}",湖北省武汉市蔡甸区政务服务中心三楼,湖北省,武汉市,蔡甸区,,13720327343,1,859746cc2d29b21c6d20b9e7
76,湖北省高等学校艺术设计实验教学示范中心,"{'lat': 30.52459, 'lng': 114.172815}",武汉市蔡甸区飞虹大道江汉大学,湖北省,武汉市,蔡甸区,7518d29b6db550783913fd6c,,1,7518d29b6db550783913fd6c
77,江汉大学文理学院教学楼-2栋,"{'lat': 30.527613, 'lng': 114.164685}",湖北省武汉市蔡甸区江汉大学文理学院教学楼2号,湖北省,武汉市,蔡甸区,7b3f1a749e17b3376c476043,,1,7b3f1a749e17b3376c476043
78,小舞星舞蹈学校(莲花湖大道),"{'lat': 30.574122, 'lng': 114.037944}",武汉市蔡甸区莲花湖大道222号附6号,湖北省,武汉市,蔡甸区,064067d3de605e602bb97c94,18040590098,1,064067d3de605e602bb97c94
79,陈家学校留守儿童关爱服务站,"{'lat': 30.400825, 'lng': 114.021256}",106省道南50米武汉市蔡甸区陈家学校附近,湖北省,武汉市,蔡甸区,,,1,3ed9689bf4a4710ce60738fb
80,蔡甸区实验高级中学-东门,"{'lat': 30.590611, 'lng': 114.025277}",武汉市蔡甸区秦府路,湖北省,武汉市,蔡甸区,4f261daa64ce5e9aeee4a561,,1,4f261daa64ce5e9aeee4a561
81,神龙小学-东南2门,"{'lat': 30.500411, 'lng': 114.179776}",武汉市蔡甸区经济开发区体育路122号,湖北省,武汉市,蔡甸区,70c041add011e697132935c1,,1,70c041add011e697132935c1
82,武汉市蔡甸区第五小学-西南门,"{'lat': 30.579112, 'lng': 114.03427}",武汉市蔡甸区汉乐路26附6附近,湖北省,武汉市,蔡甸区,30f5e60f959b4a51f2193719,,1,30f5e60f959b4a51f2193719
83,索河镇官桥小学-北门,"{'lat': 30.55796, 'lng': 113.906073}",湖北省武汉市蔡甸区105省道南50米索河镇官桥小学附近,湖北省,武汉市,蔡甸区,,,1,c88053df1e04e3288605bfc5
84,三角湖小学(博学校区)-东北门,"{'lat': 30.514078, 'lng': 114.164237}",武汉市蔡甸区三角湖路与博学路交叉口西北150米,湖北省,武汉市,蔡甸区,e60b7063215df290a0acc433,,1,e60b7063215df290a0acc433
85,张湾中心小学-南门,"{'lat': 30.656933, 'lng': 113.972565}",武汉市蔡甸区张湾街红星村张湾中心小学附近,湖北省,武汉市,蔡甸区,4fba45abbd83a561b75f1e3d,,1,4fba45abbd83a561b75f1e3d
86,长江大学石油工程学院,"{'lat': 30.5343, 'lng': 114.040038}",姚家林村,湖北省,武汉市,蔡甸区,,,1,154363cb672194fe49fc8da7
87,常福中学-东北门,"{'lat': 30.433207, 'lng': 114.052506}",湖北省武汉市蔡甸区老街54号附近,湖北省,武汉市,蔡甸区,,,1,74135912afdd26de6c476049
88,武汉经开外国语学校-东门,"{'lat': 30.468542, 'lng': 114.185329}",湖北省-武汉市-蔡甸区-经济技术开发区万家湖路230号,湖北省,武汉市,蔡甸区,,,1,316d1c0f2aa2156ef50e777a
89,纽沃培训学校,"{'lat': 30.503484, 'lng': 114.175712}",湖北省武汉市蔡甸区湘隆时代广场A区4-16~17号,湖北省,武汉市,蔡甸区,4e1cb0051b0c39c4cae33c13,15623798818,1,4e1cb0051b0c39c4cae33c13
90,中法友谊小学-东北门,"{'lat': 30.567258, 'lng': 114.083201}",武汉市蔡甸区汉新街南150米,湖北省,武汉市,蔡甸区,,,1,98f5819db3eabd5ec61b759c
91,武汉经济技术开发区第一中学-东北3门,"{'lat': 30.515276, 'lng': 114.163554}",武汉市蔡甸区博学路12号附近,湖北省,武汉市,蔡甸区,e9bcca163cfc38640f0a70a8,,1,e9bcca163cfc38640f0a70a8
92,武汉外国语学校-东北门,"{'lat': 30.52376, 'lng': 114.188155}",武汉市蔡甸区东风大道高架桥与汪家嘴立交交叉口南150米,湖北省,武汉市,蔡甸区,3d168c59414f4ae54354d74c,,1,3d168c59414f4ae54354d74c
93,江大文理学院宿舍,"{'lat': 30.524716, 'lng': 114.166403}",湖北省武汉市蔡甸区经济技术开发区学府路8号江汉大学文理学院旁,湖北省,武汉市,蔡甸区,d53f85b15f357cda40afe6b7,,1,d53f85b15f357cda40afe6b7
94,"蔡甸区江汉大学文理学院对面,江大五号门旁,博学路瀚海公寓美食街14栋","{'lat': 30.5273, 'lng': 114.16244}","武汉市蔡甸区江汉大学文理学院对面,江大五号门旁,博学路瀚海公寓美食街14栋",湖北省,武汉市,蔡甸区,ba8600b20ac18d88882fb58b,,1,ba8600b20ac18d88882fb58b
95,武汉经济技术开发区第一中学-东北1门,"{'lat': 30.517399, 'lng': 114.161985}",武汉市蔡甸区博学路4号附近,湖北省,武汉市,蔡甸区,d36cb4fa54aeeaf314b54bcc,,1,d36cb4fa54aeeaf314b54bcc
96,护士值班室(华中科技大学同济医院),"{'lat': 30.555285, 'lng': 114.120157}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院门诊楼A栋F5,湖北省,武汉市,蔡甸区,f9cb6b20a08d3bcb9e82ea48,,1,f9cb6b20a08d3bcb9e82ea48
97,恒大绿洲小学-西门,"{'lat': 30.557367, 'lng': 114.133415}",湖北省武汉市蔡甸区恒大绿洲小学,湖北省,武汉市,蔡甸区,2c1b4fa797457e7bed74f85e,,1,2c1b4fa797457e7bed74f85e
98,蔡甸区军山镇初级中学-南门,"{'lat': 30.380988, 'lng': 114.132185}",南环线东100米武汉经济技术开发区军山中学附近,湖北省,武汉市,蔡甸区,4f6f29332fb3051a4e5547aa,,1,4f6f29332fb3051a4e5547aa
99,武汉经济技术开发区第一初级中学-东南门,"{'lat': 30.499655, 'lng': 114.172346}",武汉市蔡甸区安康路与神龙大道交叉口北50米,湖北省,武汉市,蔡甸区,44af592685b6d1f39e82ead7,,1,44af592685b6d1f39e82ead7
100,蔡甸区侏儒山中心小学-南门,"{'lat': 30.446682, 'lng': 113.847802}",武汉市蔡甸区蟹湖大街406号,湖北省,武汉市,蔡甸区,,,1,87349a2aaca4baaeb42655ac
101,江汉大学文理学院-北门,"{'lat': 30.528092, 'lng': 114.165599}",武汉市蔡甸区博学路江汉大学文理学院北门,湖北省,武汉市,蔡甸区,042e8115b4e27c64fea778cf,,1,042e8115b4e27c64fea778cf
102,黄陵小学-西北门,"{'lat': 30.560215, 'lng': 114.102505}",武汉市蔡甸区汉阳大道西100米,湖北省,武汉市,蔡甸区,addef9abaa121a0ac6effb07,,1,addef9abaa121a0ac6effb07
103,武汉商学院图书馆-南门,"{'lat': 30.468419, 'lng': 114.094096}",武汉市蔡甸区全力北路附近,湖北省,武汉市,蔡甸区,,,1,609437a32de577210af5ebae
104,武汉市蔡甸区枫树路学校-西北门,"{'lat': 30.470221, 'lng': 114.142799}",武汉市蔡甸区市场路与朱山湖大道交叉口西南150米,湖北省,武汉市,蔡甸区,bcd5201d64d79479f4231044,,1,bcd5201d64d79479f4231044
105,新奇思教育,"{'lat': 30.579956, 'lng': 114.037117}",湖北省武汉市蔡甸区临嶂大道131号,湖北省,武汉市,蔡甸区,135df4b62921894efa42b243,,1,135df4b62921894efa42b243
106,荆楚潮教育,"{'lat': 30.502722, 'lng': 114.175358}",湖北省武汉市蔡甸区宁康路湘隆时代商业中心,湖北省,武汉市,蔡甸区,2932b5ad0019ffaa8c1a8940,15337239163,1,2932b5ad0019ffaa8c1a8940
107,大山口小学-西门,"{'lat': 30.550982, 'lng': 114.087412}",湖北省武汉市蔡甸区下童湾11号大山口小学附近,湖北省,武汉市,蔡甸区,c65ced7c79a9a66e75e5b6b0,,1,c65ced7c79a9a66e75e5b6b0
108,长江流域农林科学院-南门,"{'lat': 30.456301, 'lng': 114.029686}",武汉市蔡甸区白鹤泉东街143号,湖北省,武汉市,蔡甸区,fd151226605dc6504f776ed3,,1,fd151226605dc6504f776ed3
109,江汉大学音乐学院-北门,"{'lat': 30.524987, 'lng': 114.173757}",湖北省武汉市蔡甸区飞虹大道附近,湖北省,武汉市,蔡甸区,637bfdfd7d9f2901118824d8,,1,637bfdfd7d9f2901118824d8
110,华辰培训学校(蔡甸教学区)-东门,"{'lat': 30.589339, 'lng': 114.03279}",武汉市蔡甸区文兴路与文正街交叉口西南50米,湖北省,武汉市,蔡甸区,15dc6f401f11524b32870a40,,1,15dc6f401f11524b32870a40
111,张湾街成人文化技术学校-东南门,"{'lat': 30.589129, 'lng': 113.988394}",武汉市蔡甸区柏林街与济民路交叉口西北100米,湖北省,武汉市,蔡甸区,,,1,135e48db5ae191b38505bf34
112,江汉大学文理学院教学楼2栋-北门,"{'lat': 30.527748, 'lng': 114.164716}",武汉市蔡甸区博学路东150米,湖北省,武汉市,蔡甸区,05797020ebd876705cbe86a3,,1,05797020ebd876705cbe86a3
113,武汉商学院-学生宿舍楼,"{'lat': 30.469015, 'lng': 114.095397}",武汉市蔡甸区全力二路武汉商学院,湖北省,武汉市,蔡甸区,c6ca850f8c22e65415c90564,,1,c6ca850f8c22e65415c90564
114,护士值班室(华中科技大学同济医院),"{'lat': 30.554772, 'lng': 114.12078}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼B栋F9,湖北省,武汉市,蔡甸区,,,1,19c4af1dbee387c35e17c3e9
115,护士值班室(华中科技大学同济医院),"{'lat': 30.554157, 'lng': 114.120783}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼C栋F9,湖北省,武汉市,蔡甸区,,,1,bb62f255c28cf39f4354d74d
116,护士值班室(华中科技大学同济医院),"{'lat': 30.554157, 'lng': 114.120783}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼C栋F6,湖北省,武汉市,蔡甸区,,,1,096c8c62b11c52b63ce23189
117,护士值班室(华中科技大学同济医院),"{'lat': 30.554157, 'lng': 114.120783}",武汉市蔡甸区汉阳大道与五贤路交叉口华中科技大学同济医院住院楼C栋F10,湖北省,武汉市,蔡甸区,,,1,f666c524a70bc55908f5eb0e
118,小电(中百罗森蔡甸实验中学店),"{'lat': 30.588176, 'lng': 114.026512}",武汉市蔡甸区汉马路33号武汉市蔡甸区实验高级中学南门对面,湖北省,武汉市,蔡甸区,fd814dc8670497d6130daac2,,1,fd814dc8670497d6130daac2
119,三角湖小学(博学校区)-南门,"{'lat': 30.513293, 'lng': 114.16359}",武汉市蔡甸区三角湖路8号,湖北省,武汉市,蔡甸区,7aea43b72d7591fb7c29bde6,,1,7aea43b72d7591fb7c29bde6
